index,X_img,Y_img,latitude,longitude
TOWER,63989,14590,-22.830045363482306,-43.571137820973114
TOWER,25862,7105,-22.79536752139821,-43.74116112204159
TOWER,25787,7147,-22.795030930463007,-43.74097263111787
TOWER,75898,28421,-22.892467274385343,-43.518041722914745
TOWER,117474,1590,-22.77028925278608,-43.32968992345474
TOWER,131597,41964,-22.952151579015396,-43.266976300407855
TOWER,28964,9000,-22.803903467514935,-43.72727113611558
TOWER,52773,27312,-22.88741841035731,-43.62175212186926
TOWER,73959,8170,-22.80118830063764,-43.52634878719554
TOWER,73833,8109,-22.8006228278665,-43.52662254782283
TOWER,120536,22154,-22.863017811494718,-43.31638784969554
TOWER,114680,22521,-22.865459217744714,-43.343463224523205
TOWER,114663,22611,-22.8653829237994,-43.34305931540096
TOWER,114663,22573,-22.8653829237994,-43.34322985480813
TOWER,114660,22471,-22.865369460161993,-43.343687618480004
TOWER,24295,32038,-22.90861017563764,-43.749539992388556
TOWER,24285,32250,-22.90856529684628,-43.74858856201172
TOWER,131472,37157,-22.930048774270453,-43.26700771556181
TOWER,103182,9774,-22.808472128475415,-43.39528476490693
TOWER,103116,9646,-22.80817592845244,-43.395859213436346
TOWER,103061,9644,-22.807929095099958,-43.39586818919462
TOWER,117302,28368,-22.889792498420267,-43.32978865679573
TOWER,66945,20244,-22.85408244413488,-43.55653426226447
TOWER,64373,38828,-22.93947780833525,-43.57006970573874
TOWER,54637,23361,-22.868856542250693,-43.61255645751953
TOWER,130575,23954,-22.870373445398666,-43.270611482508045
TOWER,130451,23619,-22.8698169483858,-43.272114922018616
TOWER,43252,34025,-22.91649537927964,-43.66343105540556
TOWER,43250,34118,-22.916486403521372,-43.66301368264591
TOWER,123270,21542,-22.859131308162915,-43.302978066837085
TOWER,100541,7384,-22.79661963967716,-43.40601079604205
TOWER,105525,31581,-22.905154508702896,-43.3835848639993
TOWER,42300,28978,-22.894271401798026,-43.66812986486099
TOWER,73318,18244,-22.84498551312615,-43.527811835793884
TOWER,59135,6907,-22.79569513657514,-43.59305213479435
TOWER,27378,29416,-22.89551903219784,-43.73437993666705
TOWER,27297,29351,-22.895155513987824,-43.73467164881089
TOWER,27276,29567,-22.895061268525964,-43.73370226691751
TOWER,75190,23391,-22.869543187758506,-43.520869086770446
TOWER,116420,27526,-22.88583418902229,-43.33356745102826
TOWER,37363,29320,-22.8954517140108,-43.68993198170381
TOWER,121711,1444,-22.769557728486905,-43.310598485610065
TOWER,121618,1342,-22.769140355727252,-43.31105624928194
TOWER,102226,8913,-22.80418171602137,-43.39914882884306
TOWER,95736,32631,-22.90969175450942,-43.4273416855756
TOWER,146519,34305,-22.916796067181757,-43.19902532240924
TOWER,146546,34327,-22.91691723991843,-43.19892658906824
TOWER,55720,24673,-22.873716915355008,-43.60666836009306
TOWER,86190,36132,-22.926090464872473,-43.47086962531595
TOWER,86153,36147,-22.92592441334444,-43.470802307128906
TOWER,138137,39159,-22.938418668859146,-43.23648116167854
TOWER,74614,28625,-22.892090292537915,-43.522511650534234
TOWER,72325,10445,-22.811806622673487,-43.534090378705194
TOWER,28880,9314,-22.805321637321924,-43.72765709372128
TOWER,40293,6729,-22.793711493997012,-43.6764279533835
TOWER,40186,6766,-22.79323129092946,-43.67626190185547
TOWER,72444,11136,-22.81234068029067,-43.5309892542222
TOWER,72424,11045,-22.81225092270795,-43.53139765122357
TOWER,107735,32925,-22.9114824182847,-43.37396285113166
TOWER,44783,4282,-22.783344493192786,-43.65689221550437
TOWER,44478,4013,-22.781975690056296,-43.65809945499196
TOWER,89044,35699,-22.92453765869141,-43.45845166374655
TOWER,139626,38397,-22.934330210966223,-43.22913001565372
TOWER,58708,7703,-22.79916426714729,-43.5948652379653
TOWER,23510,25441,-22.87815991569968,-43.75221925623276
TOWER,115804,29226,-22.895635717055377,-43.33850411807789
TOWER,94580,41634,-22.951177709242877,-43.43361125272863
TOWER,90303,35623,-22.924802443560434,-43.453407287597656
TOWER,90259,35830,-22.92460497687845,-43.4524782966165
TOWER,90075,35746,-22.92377920711742,-43.45285527846393
TOWER,121348,45099,-22.96539531034582,-43.31214680391199
TOWER,62793,25,-22.76543785544003,-43.5772637759938
TOWER,116628,24929,-22.875996757956113,-43.33445156321806
TOWER,116572,24930,-22.875745436724497,-43.33444707533892
TOWER,116500,24916,-22.8754223094267,-43.334509905646826
TOWER,116493,24962,-22.875390894272748,-43.33430346320657
TOWER,96289,2758,-22.775742025936353,-43.424976573270904
TOWER,96207,2611,-22.7753740198472,-43.4256362915039
TOWER,96142,2592,-22.775082307703357,-43.42572156120749
TOWER,31016,8255,-22.80054653392119,-43.71804854449104
TOWER,98925,31973,-22.906052084530103,-43.41234319350299
TOWER,98871,31920,-22.905809739056757,-43.4125810510972
TOWER,26773,30565,-22.901779623592603,-43.73819912181181
TOWER,26757,30524,-22.901707817526425,-43.73838312485639
TOWER,26698,30528,-22.9014430326574,-43.738365173339844
TOWER,22429,28274,-22.88946488324334,-43.7556614595301
TOWER,8351,30637,-22.90168089025161,-43.82045297061696
TOWER,101050,7857,-22.7989039701574,-43.403888029210705
TOWER,100904,7642,-22.79824873980354,-43.40485292322495
TOWER,100829,7638,-22.79791214886834,-43.40487087474149
TOWER,137596,45825,-22.970098607680377,-43.24067284079159
TOWER,137547,45849,-22.969878701602713,-43.24056513169233
TOWER,137515,45900,-22.969735089470362,-43.24033624985639
TOWER,57629,10558,-22.810478210449222,-43.59820870792164
TOWER,36381,29213,-22.896430071662454,-43.69579763973461
TOWER,103042,42653,-22.955046261058136,-43.39493022245519
TOWER,45513,31750,-22.906895805807675,-43.6538943122415
TOWER,45403,31709,-22.906402139102713,-43.65407831528607
TOWER,75127,22989,-22.86746529971852,-43.52087806252872
TOWER,33641,7683,-22.79796600341797,-43.70625439812155
TOWER,44856,3300,-22.77828665340648,-43.65591385785271
TOWER,64394,15466,-22.833658106186814,-43.569001590504364
TOWER,110796,18340,-22.846233143525964,-43.360431895536536
TOWER,48557,28428,-22.89183448342716,-43.6400806202608
TOWER,87267,36219,-22.925538455738742,-43.46509372486787
TOWER,94280,42900,-22.957011952119714,-43.43511020436006
TOWER,24999,20307,-22.854324789608228,-43.74474244959214
TOWER,97804,4139,-22.782541162827435,-43.41877881218405
TOWER,73458,28269,-22.890492607565488,-43.527699638815484
TOWER,10477,2633,-22.774790595559516,-43.80970001220703
TOWER,123042,32045,-22.90837231804343,-43.3061061185949
TOWER,92351,30642,-22.90168089025161,-43.443448683794806
TOWER,92164,30601,-22.90084165685317,-43.443632686839386
TOWER,123589,16014,-22.837225970099954,-43.3044500911937
TOWER,25646,31702,-22.905697542078357,-43.7420721615062
TOWER,131968,36199,-22.926889307358685,-43.26592164881089
TOWER,131917,36176,-22.926660425522748,-43.26602487003102
TOWER,131901,36215,-22.926588619456574,-43.265849842744714
TOWER,43969,35168,-22.92150834027459,-43.66009656120749
TOWER,117217,2533,-22.774521322811353,-43.330843308392694
TOWER,117940,5645,-22.790332121007584,-43.32944309010225
TOWER,123197,16338,-22.837261873133045,-43.30479117000804
TOWER,122853,16118,-22.83571804271025,-43.30577850341797
TOWER,122819,16175,-22.835565454819626,-43.305522694307214
TOWER,11901,2789,-22.775795880485987,-43.80361444809857
TOWER,11805,2746,-22.775365044088925,-43.80380742690142
TOWER,115933,20516,-22.856721317066867,-43.33810020895565
TOWER,115880,20598,-22.856483459472656,-43.3377322028665
TOWER,115716,20631,-22.85574744729435,-43.33758410285501
TOWER,5714,1879,-22.771366343778727,-43.83103538961971
TOWER,5633,1854,-22.771002825568708,-43.831147586598114
TOWER,145638,36021,-22.925408307243796,-43.20389018339269
TOWER,145671,36055,-22.925556407255286,-43.20373759550206
TOWER,30655,29772,-22.897659750545728,-43.72021619011374
TOWER,55074,397,-22.764903797822843,-43.60970216638901
TOWER,57270,24796,-22.87349252139821,-43.59893574434168
TOWER,68787,27042,-22.8856860890108,-43.549362631405096
TOWER,24977,32438,-22.909875757553998,-43.74594968907973
TOWER,24932,32419,-22.909673802992877,-43.74603495878332
TOWER,83826,22198,-22.86342172061696,-43.48134433521944
TOWER,114722,31683,-22.9069361967199,-43.34363376393037
TOWER,114588,31718,-22.90633482091567,-43.343476688160614
TOWER,116443,16021,-22.83567316391889,-43.334936254164745
TOWER,58120,8703,-22.80191084917854,-43.59576281379251
TOWER,29098,28521,-22.892467274385343,-43.72762567856733
TOWER,125561,33217,-22.914291830623853,-43.295460869284234
TOWER,29359,30482,-22.900819217457492,-43.72600555419922
TOWER,43049,28986,-22.89404251996209,-43.664503658519074
TOWER,55357,24319,-22.87208781522863,-43.608257069307214
TOWER,121910,33089,-22.912267797133502,-43.310396531048944
TOWER,121819,32962,-22.911859400132123,-43.31096649169922
TOWER,141289,37484,-22.93102264404297,-43.22245653937844
TOWER,141248,37470,-22.93083864099839,-43.222519369686346
TOWER,67218,39144,-22.93788461124196,-43.55429032269646
TOWER,135452,45433,-22.967657201430377,-43.24961269603056
TOWER,28420,12372,-22.81761842615464,-43.728294372558594
TOWER,93774,44702,-22.963716843548944,-43.435998804429
TOWER,96696,33287,-22.91400011848001,-43.424397636862366
TOWER,94180,41971,-22.951177709242877,-43.433893989114196
TOWER,35345,7385,-22.796637591193708,-43.69861602783203
TOWER,35257,7418,-22.796242657829737,-43.698467927820545
TOWER,10769,20563,-22.856882880715766,-43.81001416374656
TOWER,88678,30307,-22.89955812342027,-43.45931333654067
TOWER,88580,30308,-22.89911831126494,-43.459308848661536
TOWER,25556,30782,-22.90170332964729,-43.74261070700253
TOWER,93652,31992,-22.90572446935317,-43.43559489530675
TOWER,76295,27836,-22.888863507439112,-43.515281677246094
TOWER,56527,13495,-22.82348408418543,-43.60297932344324
TOWER,92142,35649,-22.924079895019535,-43.44431484446806
TOWER,39326,30978,-22.902466269100415,-43.680695926441864
TOWER,26028,29595,-22.894845850327435,-43.73896206126493
TOWER,107131,14212,-22.827989914838007,-43.37716270895565
TOWER,116754,31861,-22.907079808852252,-43.3338591631721
TOWER,98977,6510,-22.793190900017233,-43.413523505715766
TOWER,94355,31265,-22.905289145076974,-43.43526728012982
TOWER,116852,27225,-22.88597780115464,-43.3331231509938
TOWER,116819,27277,-22.885829701143155,-43.33288978127872
TOWER,117953,4514,-22.785005008473117,-43.329133426441864
TOWER,59292,12131,-22.817941553452435,-43.59114927404067
TOWER,23371,5894,-22.789573669433594,-43.751981398638556
TOWER,78889,28029,-22.889734155991498,-43.50364460664637
TOWER,78841,28108,-22.88951873779297,-43.50329006419462
TOWER,124908,19471,-22.850326089298026,-43.2961160996381
TOWER,124874,19545,-22.8501735014074,-43.29578399658203
TOWER,73401,9323,-22.80586467069738,-43.52835486916934
TOWER,73377,9230,-22.805756961598117,-43.528772241929
TOWER,128206,35563,-22.92257196762983,-43.28134200152228
TOWER,35944,29575,-22.89626402013442,-43.69596817914177
TOWER,44561,28844,-22.893647586598117,-43.657960330738746
TOWER,144792,36261,-22.92699701645795,-43.20819854736328
TOWER,80928,31145,-22.90247524485869,-43.49325067856733
TOWER,80879,31099,-22.90225533878102,-43.49345712100759
TOWER,79112,23054,-22.867397981531482,-43.502634833840766
TOWER,90448,30153,-22.898525911218982,-43.45102871165556
TOWER,55916,17141,-22.84048865823185,-43.60636318431181
TOWER,26509,7481,-22.79647602754481,-43.73767852783203
TOWER,97674,4781,-22.783752890194165,-43.41769274543313
TOWER,32826,30290,-22.89842717787799,-43.70891571044921
TOWER,134293,24193,-22.87269816679113,-43.255177666159234
TOWER,145186,36331,-22.926970089183136,-43.20608924416935
TOWER,145174,36235,-22.926916234633502,-43.206520080566406
TOWER,145098,36388,-22.926575155819165,-43.205833435058594
TOWER,44462,35835,-22.92372086468865,-43.65710314582376
TOWER,64041,39721,-22.94157813577091,-43.56965233297909
TOWER,74955,37263,-22.93131884406595,-43.52144353529986
TOWER,74931,37221,-22.931211134966684,-43.52163202622357
TOWER,88498,30719,-22.900545456830194,-43.45925948199104
TOWER,23139,33484,-22.914193097282862,-43.753821429084326
TOWER,99270,6156,-22.79091554529527,-43.411521911621094
TOWER,102096,3624,-22.780261320226334,-43.39954825008616
TOWER,49309,2396,-22.773139056037454,-43.63483877742992
TOWER,49227,2380,-22.7727710499483,-43.634910583496094
TOWER,40490,31598,-22.904099857105926,-43.6743231380687
TOWER,94197,775,-22.76635338278378,-43.43387603759765
TOWER,94129,752,-22.76604820700253,-43.43397925881778
TOWER,117552,38829,-22.939383562873395,-43.33131004782284
TOWER,25300,31277,-22.904144735897287,-43.74397951013901
TOWER,74967,26194,-22.88110845229205,-43.52085562313304
TOWER,76314,2505,-22.775854222914752,-43.515869589412915
TOWER,76289,2415,-22.775742025936353,-43.516273498535156
TOWER,129306,22500,-22.864678326775046,-43.277136858771826
TOWER,66634,39170,-22.938853993135343,-43.55776394114775
TOWER,66604,39090,-22.93871935676126,-43.558122971478625
TOWER,31691,8396,-22.799985549029184,-43.713825450224036
TOWER,31621,8376,-22.79967139748966,-43.71391520780676
TOWER,116999,10663,-22.811241149902347,-43.332055035759424
TOWER,111910,32782,-22.91047264547909,-43.354857949649585
TOWER,96749,34793,-22.919623431037458,-43.42302434584674
TOWER,96750,34737,-22.919627918916593,-43.42327566707836
TOWER,96709,34638,-22.919443915872016,-43.423719967112824
TOWER,96706,34535,-22.919430452234607,-43.42418221866384
TOWER,96469,34470,-22.918366824879367,-43.42447393080768
TOWER,96425,34566,-22.91816935819738,-43.42404309441062
TOWER,117123,31755,-22.906940684599036,-43.332539726706116
TOWER,95850,2327,-22.773771846995636,-43.42691084917853
TOWER,95791,2231,-22.77350706212661,-43.4273416855756
TOWER,95676,2199,-22.772990956025964,-43.427485297707946
TOWER,68683,23166,-22.867267833036536,-43.54880613439223
TOWER,68428,23187,-22.86612342385685,-43.54871188893038
TOWER,144426,36679,-22.92714960434858,-43.20811776553883
TOWER,144420,36501,-22.92712267707376,-43.20891660802505
TOWER,23001,32906,-22.911778618307675,-43.75462027157054
TOWER,112756,20788,-22.856824538286997,-43.35124071906595
TOWER,112472,20535,-22.855549980612363,-43.352376152487366
TOWER,127668,21034,-22.857327180750232,-43.28371608958525
TOWER,127624,21102,-22.857129714068247,-43.283410913804
TOWER,54195,27174,-22.88482441621668,-43.61339569091797
TOWER,77213,34,-22.76373246136834,-43.510802773868335
TOWER,67240,29129,-22.89310455322266,-43.5543576408835
TOWER,144168,36423,-22.92778688318589,-43.21106181425207
TOWER,144131,36448,-22.927620831657862,-43.21094961727367
TOWER,48634,37773,-22.933468538172107,-43.63942987778607
TOWER,48600,37757,-22.933315950281482,-43.639501683852245
TOWER,134621,44174,-22.962132622213925,-43.253467784208404
TOWER,134533,44233,-22.961737688849954,-43.25320299933938
TOWER,146302,34884,-22.921207652372473,-43.20181229535271
TOWER,146300,34951,-22.9211986766142,-43.20151160745059
TOWER,83199,29965,-22.898306005141315,-43.48418516271255
TOWER,74207,37251,-22.93155221378102,-43.52508769315832
TOWER,59962,12265,-22.81915328081916,-43.58875274658203
TOWER,72567,8373,-22.80032662784352,-43.530823202694165
TOWER,96971,35240,-22.922414891860065,-43.422813415527344
TOWER,96948,35278,-22.92231167063994,-43.42264287612018
TOWER,96914,35332,-22.922159082749314,-43.42240053064683
TOWER,96851,35468,-22.921876346363742,-43.42179017908433
TOWER,118848,10557,-22.810563480152805,-43.323554992675774
TOWER,134760,50777,-22.991478863884424,-43.25255674474379
TOWER,115484,23956,-22.870862624224497,-43.33881826961742
TOWER,115512,23905,-22.870988284840305,-43.33904715145336
TOWER,115426,23971,-22.870602327234604,-43.33875095143038
TOWER,95981,28618,-22.89283976835363,-43.427400028004364
TOWER,75364,29113,-22.893661050235526,-43.51852641386144
TOWER,60846,3150,-22.776446622960712,-43.58298582189224
TOWER,74047,19978,-22.85184748032514,-43.523620156680835
TOWER,71452,37991,-22.933549319996555,-43.536127875832946
TOWER,120504,33170,-22.911343294031482,-43.31541846780216
TOWER,70425,27904,-22.88765178007238,-43.540108624626605
TOWER,117289,8189,-22.79997657327091,-43.33059198716108
TOWER,117251,8277,-22.799806033863742,-43.33019705379711
TOWER,117220,8161,-22.799666909610526,-43.330717647776886
TOWER,117044,8671,-22.80246734619141,-43.33201913272634
TOWER,116901,8664,-22.801825579474958,-43.332050547880286
TOWER,59718,5647,-22.789335811839386,-43.589731104233685
TOWER,81475,36433,-22.92826708625345,-43.49285574520336
TOWER,109141,31433,-22.90522631476907,-43.368092705221734
TOWER,109088,31442,-22.904988457174863,-43.36805231430951
TOWER,109021,31439,-22.904687769272748,-43.36806577794692
TOWER,108879,31336,-22.90405049043543,-43.36852802949793
TOWER,56087,14910,-22.83048517563764,-43.605604732737824
TOWER,104204,11402,-22.81485389260685,-43.38977364932789
TOWER,104159,11458,-22.814651938045728,-43.38952232809628
TOWER,72109,12249,-22.818017847397748,-43.533174851361444
TOWER,72023,12166,-22.81763188979205,-43.53354734532974
TOWER,87465,30325,-22.8994997809915,-43.464618009679455
TOWER,87247,30270,-22.898521423339847,-43.46486484303193
TOWER,117733,4927,-22.785812826717603,-43.3290750840131
TOWER,34553,29857,-22.897201986873853,-43.70188320384306
TOWER,34532,29803,-22.897107741411997,-43.702125549316406
TOWER,29423,8789,-22.802373100729554,-43.724627775304455
TOWER,122325,33047,-22.912335115320545,-43.30878987031824
TOWER,122253,33068,-22.912011988022748,-43.30869562485639
TOWER,116898,24455,-22.873618182014017,-43.332988514619714
TOWER,57105,12525,-22.820692623362824,-43.601947111241955
TOWER,22630,5428,-22.78804330264821,-43.755867901970355
TOWER,22538,5411,-22.787630417767694,-43.75594419591567
TOWER,96787,34245,-22.917998818790213,-43.42368855195887
TOWER,43539,33683,-22.91598824893727,-43.66317075841567
TOWER,117116,25631,-22.879981994628906,-43.33309622371898
TOWER,117114,25686,-22.879973018870633,-43.3328493903665
TOWER,117136,25745,-22.880071752211627,-43.33258460549747
TOWER,116867,25687,-22.878864512724036,-43.332844902487366
TOWER,116833,25627,-22.87871192483341,-43.33311417523553
TOWER,29089,9832,-22.808054755715766,-43.72712752398323
TOWER,45835,2455,-22.775499680463007,-43.652525509105004
TOWER,45772,2424,-22.77521694407744,-43.65266463335822
TOWER,61424,23899,-22.870593351476334,-43.58141955207376
TOWER,23723,24181,-22.871935227338007,-43.75069337732651
TOWER,133154,43595,-22.959139206830194,-43.25965656953699
TOWER,87687,30542,-22.9004960901597,-43.46364413990694
TOWER,118000,5268,-22.788806242101334,-43.32933986888212
TOWER,117741,5292,-22.7876438814051,-43.329232159782855
TOWER,117737,5241,-22.787625929888556,-43.32946104161879
TOWER,121588,21321,-22.86055845372817,-43.312945646398205
TOWER,65175,17197,-22.840753443100873,-43.56482337502872
TOWER,99949,41299,-22.950141009162458,-43.409982569077435
TOWER,72707,15984,-22.835062812356387,-43.53077383602367
TOWER,95435,32561,-22.910136054543887,-43.42945098876953
TOWER,95399,32659,-22.909974490894992,-43.429011176614196
TOWER,51444,27709,-22.888634625603174,-43.6271510404699
TOWER,36981,29965,-22.89732764748966,-43.6906276029699
TOWER,36937,29983,-22.897130180807675,-43.690546821145446
TOWER,57865,38223,-22.935402814079733,-43.5979169957778
TOWER,68903,38531,-22.93647092931411,-43.54806563433478
TOWER,68871,38498,-22.936327317181757,-43.54821373434628
TOWER,6243,1810,-22.77194528018727,-43.82954990162569
TOWER,6158,1725,-22.77156381046071,-43.82993137135225
TOWER,97278,3657,-22.780180538401886,-43.42094196992762
TOWER,113954,32227,-22.908874960506665,-43.34657781264361
TOWER,95114,39232,-22.941008175120633,-43.43182507683249
TOWER,113983,32604,-22.91080026065602,-43.34668103386374
TOWER,134127,49042,-22.98325258142808,-43.25495776008157
TOWER,25883,29188,-22.894195107852713,-43.7407886280733
TOWER,141142,41045,-22.948314442354093,-43.22442671831916
TOWER,25356,19383,-22.850541507496555,-43.7435037949506
TOWER,118631,23816,-22.870624766630286,-43.32508535946116
TOWER,72513,5458,-22.78751822078929,-43.531339308794806
TOWER,68727,24270,-22.872850754681757,-43.54923697078929
TOWER,131685,37097,-22.929209540872016,-43.26548183665556
TOWER,145998,35490,-22.923433640423944,-43.202682943905096
TOWER,102904,10184,-22.80901964973001,-43.395239886115576
TOWER,102822,10180,-22.808651643640854,-43.39525783763212
TOWER,60288,4396,-22.782918144674863,-43.5863696827608
TOWER,131594,39971,-22.94316235710593,-43.266944885253906
TOWER,33912,29888,-22.897915559656482,-43.70533438289867
TOWER,27236,30373,-22.898472056669352,-43.733675339642694
TOWER,116589,13862,-22.82555748434628,-43.33385467529296
TOWER,116555,13906,-22.825404896455655,-43.33365720861098
TOWER,117460,7067,-22.795358545639935,-43.330241932588464
TOWER,117460,7113,-22.795358545639935,-43.330035490148205
TOWER,122432,15853,-22.83382864559398,-43.30696779138901
TOWER,55757,16729,-22.83797993379481,-43.606417038861444
TOWER,117171,26015,-22.8820239796358,-43.333168029785156
TOWER,117013,26037,-22.88131489473231,-43.333069296444165
TOWER,142328,37022,-22.93030009550207,-43.219144484576056
TOWER,142257,37095,-22.929981456083414,-43.21881686939913
TOWER,142199,37130,-22.929721159093525,-43.218659793629364
TOWER,56580,25589,-22.877576491411997,-43.602557462804455
TOWER,124341,32967,-22.91240692138672,-43.30017314237707
TOWER,124260,33095,-22.9120434031767,-43.299598693847656
TOWER,129876,23002,-22.867236417882584,-43.27488394344554
TOWER,129811,23022,-22.866944705738742,-43.27479418586282
TOWER,80490,23187,-22.86640167236328,-43.49485733929802
TOWER,119895,1498,-22.770383498247934,-43.31933189840878
TOWER,121059,41798,-22.951532251694623,-43.31439523135914
TOWER,58739,11369,-22.815459756290213,-43.59456903794233
TOWER,102990,42858,-22.956608042997473,-43.39580535888671
TOWER,67601,24199,-22.873182857737824,-43.554941065171185
TOWER,117468,2315,-22.773852628820084,-43.330026514389935
TOWER,117462,2362,-22.773825701545267,-43.329815584070545
TOWER,134999,27772,-22.888432671042054,-43.25168160831227
TOWER,134993,27836,-22.888405743767237,-43.25139438404756
TOWER,28184,30137,-22.899136262781482,-43.731144175809966
TOWER,28143,30143,-22.898952259736905,-43.73111724853515
TOWER,13486,2737,-22.775728562298944,-43.796667211196
TOWER,67591,20653,-22.856981614056757,-43.55469871969784
TOWER,23767,31803,-22.906240575453815,-43.75059464398552
TOWER,135698,38134,-22.934653338264017,-43.248261844410614
TOWER,135641,38142,-22.934397529153262,-43.24822594137753
TOWER,135629,38188,-22.93434367460363,-43.24801949893727
TOWER,95466,36455,-22.928226695341223,-43.429926703957946
TOWER,126788,33618,-22.916208155014935,-43.290070926441864
TOWER,126448,33846,-22.914682276108685,-43.28904768999885
TOWER,113038,21035,-22.858090120203357,-43.35013221291935
TOWER,112960,21088,-22.857740065630747,-43.34989435532514
TOWER,112923,21096,-22.857574014102713,-43.34985845229205
TOWER,96576,2941,-22.777030047248395,-43.42415529138902
TOWER,62108,955,-22.767749113195084,-43.57847550336052
TOWER,65162,38657,-22.93763329001034,-43.56545167810777
TOWER,65143,38702,-22.937548020306757,-43.56524972354665
TOWER,96453,35988,-22.92368047377643,-43.42304678524242
TOWER,70770,27259,-22.8874049467199,-43.541208155014935
TOWER,70625,27505,-22.886754204245175,-43.54010413674747
TOWER,86888,30573,-22.900500578038834,-43.46709531896254
TOWER,51265,1867,-22.77114643770106,-43.626441955566406
TOWER,53400,29289,-22.895617765538834,-43.61826503978055
TOWER,125701,20274,-22.853884977452896,-43.292512332691864
TOWER,117402,7424,-22.79689340030446,-43.330434911391315
TOWER,117254,7446,-22.79622919419233,-43.330336178050324
TOWER,123598,16601,-22.839061512666593,-43.30361085779526
TOWER,123568,16654,-22.83892687629251,-43.303373000201056
TOWER,11113,20353,-22.854836407829733,-43.8073663150563
TOWER,18122,33528,-22.913219227510343,-43.775165782255286
TOWER,53327,1180,-22.767834382898666,-43.61695906695197
TOWER,117722,28634,-22.8916774076574,-43.328594880945545
TOWER,121058,47090,-22.974864735322843,-43.313982346478625
TOWER,22190,33453,-22.913524403291593,-43.75755085664637
TOWER,27022,29281,-22.895716498879825,-43.73678095200483
TOWER,26815,29349,-22.894787507898666,-43.73647577622358
TOWER,92071,31356,-22.904014587402344,-43.44383464140051
TOWER,76475,23236,-22.868129505830655,-43.51438410141889
TOWER,76465,23325,-22.868084627039295,-43.51398468017578
TOWER,79998,36731,-22.92881909538718,-43.498698963838464
TOWER,131267,41439,-22.948875427246097,-43.26753728529986
TOWER,131257,41548,-22.948830548454737,-43.267048106474036
TOWER,95366,1889,-22.7715997134938,-43.42887654024012
TOWER,95344,1822,-22.771500980152805,-43.42917722814223
TOWER,21023,33553,-22.913672503303083,-43.762487523696
TOWER,115589,29858,-22.898261126349954,-43.33925808177275
TOWER,94339,30931,-22.90342218735639,-43.43497108010684
TOWER,40119,32338,-22.9078203089097,-43.67638756247128
TOWER,44825,3694,-22.779942680807675,-43.65594078512753
TOWER,126910,33268,-22.91316537296071,-43.28805138083065
TOWER,117825,2064,-22.773659650017233,-43.32935782039867
TOWER,24211,27861,-22.888486525591684,-43.74853919534122
TOWER,77984,25997,-22.880287170410156,-43.50737852208754
TOWER,82865,30383,-22.898602205164295,-43.4841043808881
TOWER,20182,32674,-22.90989819694968,-43.766432369456574
TOWER,98717,4944,-22.78663859647863,-43.41516606947955
TOWER,98658,4836,-22.786373811609607,-43.41565076042624
TOWER,98630,4886,-22.7862481509938,-43.41542636646943
TOWER,101363,8069,-22.800308676326978,-43.40293659883387
TOWER,101354,8131,-22.800268285414752,-43.402658350327435
TOWER,101311,8068,-22.800075306611905,-43.40294108671301
TOWER,61668,13228,-22.823219299316406,-43.58084061566521
TOWER,105422,12640,-22.82032012939453,-43.38421765495749
TOWER,103520,10104,-22.80998903162339,-43.393803764792054
TOWER,103392,10067,-22.80941458309398,-43.39396981632009
TOWER,103345,10052,-22.80920365277459,-43.39403713450712
TOWER,74754,6200,-22.7921901029699,-43.52262384751264
TOWER,74729,6107,-22.7920779059915,-43.52304122027229
TOWER,113577,21601,-22.860509087057675,-43.34759207332836
TOWER,109137,31001,-22.903413211598117,-43.36823631735409
TOWER,77985,25046,-22.87670135498047,-43.508056191837085
TOWER,23819,22348,-22.863390305463007,-43.7499439015108
TOWER,77141,36848,-22.93035843793084,-43.512535095214844
TOWER,71188,37822,-22.934159671559055,-43.538681479061346
TOWER,48632,2227,-22.773691065171185,-43.639187532312725
TOWER,48563,2162,-22.7733814015108,-43.63947924445657
TOWER,93812,43952,-22.96029707964729,-43.43577441047219
TOWER,441,3564,-22.77821933521944,-43.8539908914005
TOWER,3406,28318,-22.890259237850415,-43.841631272259875
TOWER,54036,23119,-22.86615932688994,-43.61364252427045
TOWER,64740,36087,-22.926763646742877,-43.5680097692153
TOWER,112908,32974,-22.911361245548026,-43.35040597354664
TOWER,117962,38993,-22.939428441664752,-43.32877888399012
TOWER,71588,12944,-22.822860268985526,-43.53723638197955
TOWER,123062,33397,-22.913847530589386,-43.30542396096622
TOWER,123011,33515,-22.91361864875345,-43.30489439122817
TOWER,80775,36445,-22.92871587416705,-43.49639219396254
TOWER,80741,36543,-22.928563286276425,-43.49595238180721
TOWER,19037,33037,-22.911940181956574,-43.77198387594784
TOWER,71783,13364,-22.82373540541705,-43.53535147274242
TOWER,71720,13260,-22.82345266903148,-43.535818212172565
TOWER,107800,29585,-22.895617765538834,-43.37279600255629
TOWER,76498,1496,-22.769499386058136,-43.51321725284352
TOWER,76430,1415,-22.769194210276886,-43.51358077105354
TOWER,72899,10478,-22.810792361988742,-43.53035197538488
TOWER,121248,31787,-22.905706517836627,-43.312649446375225
TOWER,119975,11359,-22.81562131993911,-43.319955713608685
TOWER,100346,6441,-22.793949351591223,-43.40844771441291
TOWER,130146,35685,-22.92409784653608,-43.27361387365004
TOWER,130097,35726,-22.923877940458414,-43.27342987060546
